,Name,Overall_Rating,Food_Rating,Service_Rating,Ambience_Rating,Dined_Date,Reviews
1024,CyndyL,5,5,4,4,44422,It’s our friend birthday celebration spot. The food is always delicious. The service was great today even though there was a power outage. We will be back.
1025,JoeS,5,5,5,5,44421,"Awesome service, food, ambiance, setting, location.  My favorite restaurant on the Eastside!"
1026,SaraS,5,4,5,5,44420,"Love the restaurant. Our waitress was great and went beyond his duties to make our night perfect.
Only comment is that the place is incredibly noisy.
Everything else was great"
1027,Aiyo,5,5,5,5,44419,"This was a surprise birthday lunch for my boyfriend. The safe was very friendly, the food was AMAZING. 

We got the bolognese, and spaghetti di finoccio (sp?). Both dishes were delicious, robust, and overall a delight. The food is worth every dollar spent. 

While we would probably only go for special occasions, we are definitely trying to find more special occasions to have in order to go back ;)"
1028,tessyi,5,5,5,5,44418,Always love the ambience and the service when enjoying their amazing food.
1029,Tifa,3,3,2,4,44418,"We went for a little birthday lunch. We were sat in the bar. I’ve been to carmine many times. But this was the worst service. Our knives were taken away after the bread and butter. It was hard to eat/ cut shrimp with a spoon!! Our waiter was hard to find/ reach. 

We also got the flattest cappuccinos with no foams. It was the worst lunch we had at carmine to date."
1030,Rose,5,5,5,5,44415,"I have been to this restaurant two time already, and they staff have been very friendly. They place was very clean and they food was great."
1031,djhe,5,5,5,5,44413,Fantastic as always. Love the food and the outdoor space.
1032,TracyS,5,5,5,5,44413,Always a delight.
1033,bette,5,5,5,5,44413,"Absolutely perfect. Food excellent. Wait lady Miriam wonderful, efficient, happy.
Ladies at front desk very hospitable."
1034,xtrmtrk,5,5,3,4,44411,Love eating on their patio.  Crab risotto was fantastic.
1035,TimH,5,5,5,5,44409,Our waitperson was fantastic. She met our every need with a great attitude and never rushed us.
1036,yaroslavh,5,5,5,5,44409,Great food and amazing service. Definitely will be back.
1037,jayk,5,5,5,5,44408,Recommended highly..! Great service and delicious food.
1038,JoeS,5,5,5,5,44406,"As always, amazing food, great ambiance and awesome service."
1039,luckylindy98072,5,5,5,5,44405,Outstanding!
1040,MidoriS,5,5,5,5,44405,"Always a great place to go for dinner!  Great food, great service and good ambiance."
1041,RobertM,4,4,5,4,44405,Roberto always makes our visits wonderful! Carmine's is favorite place in Bellevue to celebrate birthdays and anniversary.  We can always count on great food and service.
1042,OpenTable Diner,3,2,2,4,44404,"I absolutely don’t understand the fascination with Carmines. The ambiance and location are great, but that’s about it. The service is dreadfully slow, the food just mediocre, and the price very high. My partner had osso bucco and it wasn’t cooked long enough to be tender. I had the bolognese and it legitimately tasted like chef boyardee from my childhood. The bread was good and the Caprese starter too, but short of those items we left feeling very underwhelmed and disappointed. We likely won’t be back."
1043,gjoe,4,4,5,4,44404,"We were so pleased with the service. We were late due to our poor planning, they were so nice to accommodate us with the same table as we reserved. Our waitress who only works on Monday, was wonderful.  This was such a contrast to the night before at Ascend where we were just a number, our evening ruined by a manager.  We have patronized the Seattle location for years, it is nice to see how customer service has continued at this location.  I would like to have a few more truly Italian entrees but the food was still very good.  We will be back!"
1044,RileyW,2,1,3,5,44404,"No hate, nothing about the server or the place because both were very nice and good. But the food was actually just disgusting… Had high hopes and it just wasn’t good"
1045,PlaneJ,5,5,5,5,44404,"Carmine's is a go-to for fine food.  The service is impeccable, the ambiance is wonderful. The food is true Italian cuisine."
1046,What,5,5,5,5,44402,Waitress was so lovely and informed. Ambience can’t be beat and the food was great.
1047,OpenTable Diner,5,5,4,5,44401,Eduardo was really busy and he was quite attentive to us. Thank you
1048,JDELEON,5,4,4,5,44399,Hobert and Hugo rendered such beautiful and excellent service!
1049,David,5,5,5,5,44399,"Ate here for our Wedding Anniversary. Had two other tables celebrating anniversaries and two celebrating birthdays! This is the place to celebrate! Everything was spot on, a real classy yet friendly treat."
1050,barbara,5,5,5,5,44398,Great B Day dinner for my husband! Hugo waited on us he was amazing as was the food!
1051,WendeW,5,5,5,5,44397,"I love Carmine's - I always expect a beautiful atmosphere, top notch service, and delicious food, and that's exactly what I got during my recent lunch there. The halibut special was so good, I'll be craving it again. Fresh roses on every table was a nice touch. Topped it off with a perfect cappuccino. I'll be back - maybe on the beautiful patio next time!"
1052,Meredith,5,5,5,5,44397,"Best Italian restaurant on the eastside! Great food, great wine list and excellent cocktails!"
1053,adelaidaa,5,5,5,5,44397,Best Italian in Bellevue
1054,redmond,3,4,2,4,44394,Food and ambiance very good as always but service/staffing and kitchen speed not good at all. Perhaps our waiter nice enough fellow had too many tables. Service was very slow and inattentive. They also seem to have an issue of not having white wines properly chilled on our last 2 visits.
1055,WarrenM,5,5,5,4,44393,"Our group of 6 had an amazing dinner at Carmines as usual. My reservation was for 5, but we showed up with 6, and they quickly accommodated us with a table. We brought wine and Rose which they chilled quickly and served them all. Our Apps were delicious, and main courses and desserts were superb! I always enjoy my overall experience at Carmines. A first class operation!"
1056,OpenTable Diner,5,5,5,5,44393,Birthday celebration
1057,betsy,4,5,5,3,44393,"We ordered our entrees, the server said he will bring a small plate of Rossotto( making it sound like it is complimentary ) I was charged $22 for it, not good PR. Also there is a $3 charge in my account, no idea what it is about. 
It the best Halibut I have ever eaten.    Betsy gruber4257467707.  I am new in the area"
1058,MIHS,5,5,4,4,44392,Love this restaurant! Make a reservation well in advance!
1059,alwaysgreat,5,5,5,5,44388,"wonderful atmosphere, exceptional service, extensive menu, very good food, expensive but you get your money worth."
1060,Duke,3,2,5,4,44388,"Nice place and location. Food quality not so good, my duck was chewy and overall very expensive for what you get."
1061,RubyD,5,5,5,5,44387,"I mistakenly made my reservation for the day ahead of my intended reservation, it was my birthday and they were able to accommodate us even though they were booked. Always consistent food and service! Love it!"
1062,JoeS,5,5,5,4,44387,Amazing food and great service.  It always this way!
1063,Misschristie,4,5,3,3,44386,The service was incredibly slow.  The birthday touches were very much appreciated.
1064,Laurie,5,5,5,5,44385,Wonderful restaurant.  The proximity to the Dowyown Bellevue Park makes it even more special.
1065,ulike2dine,5,5,5,5,44385,Absolutely delicious food.  Our waiter was outstanding too.
1066,epmf,5,5,5,5,44383,We loved our lunch on the patio!  Highly recommend Insalata Di Maria. The salmon was cooked to perfection!
1067,JanEM,5,5,5,5,44380,Lovely patio dining.  Excellent food and service as always.
1068,HollyM,5,5,5,5,44380,"Carmines is perfect every time. Ambiance, comfort - and a great wine list. 
Thank you."
1069,EastsideDiner,5,5,5,4,44378,Fantastic waiter & stellar food!
1070,Sylvester77,5,5,5,5,44378,"The food was amazing, our waiter was great! Definitely will be coming back!! Highly recommend!"
1071,MaxK,5,5,5,5,44377,"Carmines has quickly been the finest place to go to post-covid. The ambiance can only be described as exquisite. I eat out… way too much… and there is just something at Carmines that leaves you with an air of enchantment. The manager, Adrian is the most amazing person you will ever meet! He is the kind of guy that turns a normal day into a special occasion. He makes Carmines go from great to my favorite! Last night I had the good fortune of Coco being our waitress and I felt like we were best friends by the end of the night. She was absolutely phenomenal and treated my friend and I like we were family.  Food wise, if you like duck I highly recommend the duck. It is a delight to the senses with its slight bourbon cherry sauce coating. My second favorite is the filet mignon with gnocchi. I don’t even normally get filets but this one is out of this world. The pine nuts on the top give it a slight crunch that pairs perfectly with the steak. If you are looking for pasta I recommend the gnocchi in brown butter, it is to die for. In terms of drinks you need to try their ananas. It is Titos infused with fresh pineapples for an entire month. There is no vodka flavor, only a refreshing relish of pineapple. If you like mezcal, the mezcal sour is also a joy to the senses! The wine selection is also out of this world. I constantly get a different bottle and am always amazed with the diversity of fantastic wines they have! For dessert my two favorites are the semifreddo (mostly frozen, very rich chocolate) and spumoni ice cream (which has those amazing bourbon cherries on top). This has quickly become my favorite restaurant and I am here far more often than I should admit! I hope you love this place as much as I do!"
1072,MaryG,5,5,5,3,44377,"Yummy food, great service! Our favorite in Bellevue"
1073,eatsoutoften,5,4,5,4,44377,"Our server was great, she was very patient with our party of 3.  We hadn't seen each other for over a year so it took awhile for us to order our meals.  Food and service here are always top notch!"
1074,BruceS,5,5,5,5,44376,Amazing food in a beautiful restaurant with exceptional service! Always a wonderful experience.
1075,Velastar,5,5,5,5,44374,"While it was 95 degrees outside, we we cool
and comfortable inside at a beautiful table with amazing service and impeccable
food and drink! These people have unlocked the space between what diners want and how to
deliver it."
1076,OpenTable Diner,5,5,5,5,44372,Always the best place in bellevue!!!
1077,CurtF,5,5,5,5,44371,"Great service, great food and wonderful to see a busy restaurant with people having fun."
1078,Voor,5,5,5,5,44371,"We had a great time and Roberto, our server, did a terrific job. Will be back."
1079,Ampetrin,5,5,5,5,44371,"Love Carmines, great food, everyone so friendly, Luis is the perfect waiter! Always a great experience."
1080,Grandmere,5,5,5,5,44370,"I took my friend to lunch for her birthday yesterday.   The food was excellent as was the service.  Our wait person was awesome!

We are coming back for dinner next week!"
1081,AnneE,5,5,5,5,44369,Wonderful food and atmosphere! Would definitely return.
1082,oliver,5,5,5,5,44366,Stunning evening!! Couldn’t have asked for a better place to celebrate!!
1083,Trav,5,5,4,5,44366,"Great Food and Professional staff in a wonderful, quiet,  comfortable and scenic setting."
1084,JoeS,5,5,5,4,44366,The food and service was amazing.  The waiter was fantastic!
1085,MarciaH,5,5,5,4,44364,"Paulo was the best waiter we have had in ages. He gave great recommendations for wine and food and was genuinely warm and friendly. 
The food was fantastic. Overall great experience!"
1086,desmond,5,4,5,5,44364,Alexis was very pleasant and provided excellent service. We love it
1087,OpenTable Diner,3,4,4,2,44363,It was so loud we had trouble hearing conversations at our table.  Two of our six entrees were not what we ordered.  The server was good but seemed overloaded.  They were very busy.
1088,Margie,5,5,5,5,44363,"Good food, skilled service, wonderful ambiance and location. Margie Bloch"
1089,OpenTable Diner,5,5,5,5,44363,Carmine’s Bellevue is now my go to lunch spot. Great for treating a client or just networking.
1090,AA1994,5,5,5,5,44362,It’s an awesome Italian place for a birthday dinner
1091,Sfrench,5,4,5,5,44360,Hustle bustle good vibe and excellent service.  Classic Italian done very well.
1092,datenightdiner,4,5,5,3,44360,very good food and service; very busy and a bit noisy
1093,Beebman,5,5,5,5,44360,"Our favorite restaurant on the Eastside.  Great food, wonderful staff, just an overall great experience every time we dine there."
1094,Fred,4,4,4,4,44357,"Enjoyed a very good lunch with old friends.  Unfortunately, it was very noisy."
1095,Bellevuemommy,1,2,1,1,44356,"I’ve heard the good thing about this restaurant but I was really disappointed.  Overall, service was so slow and it took 40min for the first dish to be served.  More importantly, we weren’t feeling comfortable that servers don’t wear mask and talk too closely to our foods or drinks even if we are fully vaccinated.

I don’t think I will visit here again."
1096,ErikaF,5,5,4,5,44356,"The food is very tasty, the ambiance is impeccable and the service is good! For the price of what you’re getting you definitely get more of what you pay for. Easily one of the best Italian restaurants in the area."
1097,AprilS,4,4,5,4,44355,"The service and food was great but the atmosphere was noisy.  It was difficult to hear the 4 of us around the small table.  They treated us to a special dessert for our anniversary but wish we would have been seated at a quieter, more secluded area of restaurant."
1098,eatup,5,5,5,5,44354,Always great food and wonderful service! We like the tables in the bar.
1099,OpenTable Diner,3,4,3,5,44353,Food and ambiance was good but the service was not up to the mark. The waiter was going to interest with the specials of the day and when he heard we don’t eat fish/ pork/ beef then the person suddenly stopped and didn’t show interest in neither taking order or serving it. Other wise food was okay!
1100,OpenTable Diner,5,5,5,5,44352,As always Carmines has delivered on absolute excellence. They have innovated well throughout Covid and maintained quality of food and service. What an amazing dinner!
1101,MelissaW,5,5,5,5,44352,The rigatoni was delicious as was the prawns in tomato primavera
1102,MfLf,5,5,5,5,44352,Very nice evening. Good food
1103,HollyM,5,5,5,5,44350,"The full package....great menu, service, ambiance and location!"
1104,Missy,5,5,5,5,44349,"Carmine’s is a great place to dine! They make you feel so welcome.  The hostess, wait staff, bartender are all at your beck and call to assure you have an awesome dinner. We had a birthday celebration at our table and were pleasantly surprised with tiramisu for the celebration. It’s always hard to decide what to order because there’s so many good things on the menu. This evening we had the duck breast, oven roasted, Confitura Leg with Amarena Cherries and duck jus with risotto and broccolini. The duck was wonderful.  the Caesar salad before the duck was awesome too.  Great dressing and crisp romaine.  Highly recommend…….my favorite!"
1105,GordonS,5,5,5,5,44345,"The noise level, according to the opentable description says “energetic”. Please read that as, it was incredibly loud to the point I had a hard time hearing my wife over the noise. I’m also not old, so it’s not like I just have bad hearing. It was so loud. Could it have been mostly the table of 7 rich AF old white dudes playing credit card roulette at a table a ways away? Probably a lot of that. But it was loud from all directions. I’d rather come back at a quieter time as the food was excellent."
1106,winegirl,5,5,5,5,44345,"It was so nice to finally be able to go out with friends. Our server was Luis, and he was fantastic."
1107,OpenTable Diner,4,3,3,4,44345,Six year old birthday lunch
1108,Bluewa,5,5,5,5,44344,Great glad to be back
1109,Fablok,5,5,5,5,44343,"We’ve been to the Carmines downtown many times, but this was our first time dining in Bellevue.  Happily, the food and service were every bit as excellent.  They have a party room in the back and a nice patio for summer evenings.  Valet parking was appreciated.  

We started with a bruschetta trio - six pieces.  Each one was very unique and tasty.  The venison ravioli are  too good to pass up. The risotto that night was a crab and crepe fraiche with asparagus.  Perfect!  Lamb cops were also nicely grilled.  Get a delicious dessert and walk it off in the park across the street."
1110,LindaLu,5,5,5,5,44343,"My husband, daughter and I enjoyed a delicious lunch at Carmine’s.  Two of us started with a Caesar salad: the romaine was crisp-like and the dressing has to be the best around. My husband chose the Spinaci Soffritti which is fresh spinach lightly sautéed with lemon and garlic. So delicious! Our main dishes (mushroom risotto, halibut sautéed with lemon and capers with pasta, and grilled veal rib with rosemary and risotto) were exactly as we expected: perfectly prepared and delicious!  We are looking forward to returning this weekend for dinner with our friends."
1111,SteveD,5,5,5,5,44341,"We had a fabulous birthday celebration for my wife. Drinks, appetizers, pasta entrees and desserts were all awesome."
1112,Raghu,5,5,5,5,44341,"The pasta there is top notch. Pizza was ok, the steam fried veggies were amazing too."
1113,MaryM,5,5,5,5,44339,What a wonderful evening! Everything was so impressive! Service was impeccable and food was incredibly delicious. Had such a special evening. Our party of five all agree it was the perfect choice for our celebration.
1114,kbs84,5,5,5,5,44338,Had a fantastic evening celebrating an anniversary. Food was delicious and staff very attentive!
1115,OpenTable Diner,3,4,1,4,44338,"Waited at least 45minutes for our glass of wine and didn’t get served our small salads for over an hour after we arrived. This was a lunch and we both had to be other places later in the day. Was extremely disappointed with how slow the service was and uncalled for to wait 45 minutes for a simple glass of wine.
Manager came over later and apologized and gave us gift card, but it was my friend’s birthday so was sad it wasn’t up to caliber"
1116,SeattlePrincess,5,5,5,5,44338,Went for lunch service and food were fabulous but we were next to a large table of businessman so the noise was a little intense at times!
1117,ElenaH,5,5,5,5,44336,"We were celebrating a birthday, the service was implacable, the food was delicious!!! When the hostess brought us to our table, there was a handwritten birthday card there! They also brought us a beautiful happy birthday decorated plate with a tiramisu cake and a candle! Love love love this place!!!"
1118,KylaR,4,4,5,4,44334,I loved the bean and pasta soup. And the bread is outrageously  good. Excellent service.
1119,MaeganO,5,4,5,5,44332,"Wonderful service, beautiful setting and good food."
1120,Foriegneater,5,5,5,5,44331,"Excellent food, nice ambiance while welcomed to settle in and enjoy the meal and company"
1121,OpenTable Diner,5,5,5,4,44330,"Went to dinner for my birthday, had the most amazing experience. Will definitely go again"
1122,Dutchy,5,5,5,5,44330,"They are always amazing here!  The food is Devine, service is excellent and the view delightful.  Family owned and operated it is a joy to see this place thrive!"
1123,lauram,5,5,5,5,44328,"Loved it all! Food, service, atmosphere was all great. I highly recommend this place."
1124,michelleb,5,5,5,5,44328,We did not think it was right to add 20% auto gratuity  for our wine.We had a seperate check for wine and the  20%  after 20%  for food was a little steep.
1125,TRsto,5,5,5,5,44327,Consistently great food and impeccable service!  Staff is very attentive and always a great experience.
1126,Jfrom98006,5,5,5,5,44326,Excellent lunch menu and service. A bit pricey but worth it
1127,LaurenB,5,5,5,5,44326,"Carmine's never disappoints.  It's wonderful!  Food superb, service outstanding."
1128,ReneeB,5,5,5,5,44323,"The food was spectacular, and the wait staff made it that much better. The waiter knew the food extremely well, could explain with impressive comparisons, and was also very knowledgeable about the alcohol.  The timing of the food was excellent, too; it was nice to enjoy each course instead of feeling rushed when the next item arrives. It was delightful all around. We’ll definitely be back!"
1129,Dennis,5,5,5,5,44323,"Thoroughly enjoyed our evening at Carmine’s! Loved the food, menu, drinks, service, ambiance. They totally nailed everything~ won’t hesitate to return as soon as possible! Thank you to our server Coco, who made it all just even more fabulous!"
1130,OpenTable Diner,5,5,5,5,44322,Best Italian restaurant in the PNW!
1131,brookev,4,5,5,5,44321,Very enjoyable great service. Noise level awful but will go back again
1132,Tifa,4,4,4,3,44320,"Had a little birthday lunch here today on their patio. Freshly rained so they had a lot of bugs out on the table. ( from the flowers / pillars) Minus that it was good. Service was a little slow,  food was great. Everything was tasty."
1133,Seadiner59,5,5,5,5,44319,Great experience! Food was fantastic and we were able to sit outdoors on their covered heated patio. Service was wonderful. Will be back!
1134,OpenTable Diner,3,3,5,4,44317,The duck was overcooked. Nothing too special about the food.
1135,MosieSays,5,5,5,4,44316,"Italian food as it should be!  Authentic, quality ingredients.  Excellent wait staff.
It's a bit noisy at what seemed more than 50% occupancy.  We dined at 830pm so people started leaving and it quieted down towards the end of our meal.  It was our anniversary and they had a nice card at the table + comp'ed us a tiramisu to share - which was lovely."
1136,Waddy,5,5,5,5,44316,"Carmine’s is our favorite restaurant!  The food, service and ambiance are wonderful!"
1137,Travelerswife,5,5,5,5,44315,Consistently great.
1138,OpenTable Diner,3,2,5,5,44315,Food tasted lower quality not worth price. Ambiance and service was amazing
1139,Missy,5,5,5,5,44315,"Carmine’s in Bellevue is one of my favorite restaurants.  The staff is very friendly and attentive. The food is outstanding.  So many good dishes are offered it’s hard to make up your mind which one to order!  I ordered the special that day, wonderful risotto stuffed with crab.  It was awesome!  Their wine list is quite impressive.  I highly recommend dining at Carmine’s!"
1140,MattF,5,5,5,5,44314,As always great food and great service.
1141,MichelleS,5,5,5,5,44313,Everything was excellent!  We look forward to enjoying Carmine’s again!
1142,OpenTable Diner,5,5,5,5,44310,"Just never disappoints. The halibut was perfectly cooked. My always go-to! Spectacular service. And love the fresh rose, every time."
1143,KelliS,5,5,5,5,44308,"We went for our daughters 23rd Birthday and she was wished Happy Birthday from the hostess to the end of meal with a complimentary piece of cake given to her. The ambiance was nice, just a tad too loud that we couldn't hear each other talk some of the time, but it was overall excellent and would recommend to my friends and family! The staff was on top of it and the food was delicious."
1144,CindyD,5,5,5,5,44308,"Delicious food, outstanding service. Pricey but worth it for special occasions and first meal out post vaccinations!"
1145,KathyT,5,5,5,5,44307,It was lovely!
1146,Brooklyne,5,5,5,4,44303,"Roberto, our server, and the rest of the team were amazing! We went to celebrate a few birthdays and received excellent service and a few surprises. Could not have asked for more. Thank you team!"
1147,Anne,5,5,5,5,44302,Terrific outdoor eating on a warm Spring day. We loved it all!
1148,KathyH,5,4,5,5,44302,"The tuna salad needs a more robust dressing - otherwise, the Halibut was amazing!"
1149,MichaelG,5,5,5,5,44301,"Outstanding in every respect! Our server Luis was professional and personable. I asked for a modification to the menu and not only was it not a problem, but the final result was beyond my wildest dreams. I had heard from a friend that this was a great place. I actually felt that it had exceeded his praise. Carmine's is now on my favorites list"
1150,delicious,5,5,5,4,44300,You have been going to Carmine’s downtown for years and enjoy having them in Bellevue now always dependable.
1151,KariO,4,3,5,5,44300,Service was excellent. Great place to celebrate a special dinner.
1152,TransplantedTexGal2,5,5,5,5,44299,"Spectacular lunch.  The service is always top notch, friendly and welcoming.  My husband had veal and I had fettuccine Alfredo.  Only comment was chicken was little nuggets of chicken sautéed instead of a breast grilled (which is what I requested).  Shrimp appetizer was delicious as well as minestrone soup and cauliflower soup.  No room for dessert."
1153,nessiejo,4,4,4,4,44299,Always consistently lovely food and fabulous ambience.
1154,Momof3,5,5,5,5,44295,I love the neighborhood vibe at Carmine’s. Such an amazing staff most of them have been there for years. The food is incredible! Beautiful restaurant highly recommend ❤️
1155,WaGal,5,5,5,5,44295,Great crab risotto and sweetbreads.  Panna cotta was perfect and the bread was to die for.  We celebrated hubby’s birthday and he says that’s now his go to place for a special occasion (Move over Cafe Juanita!)
1156,RunningMate,5,5,5,5,44294,"It's been a year since COVID started, nice to be back, the food is as delicious as I remembered,  and service is great!"
1157,eater,5,3,5,5,44293,"Service was excellent, could not have been better.  Food was good, not great."
1158,AmyA,5,5,5,5,44293,"Everything at Carmine’s is always fabulous. It is my favorite restaurant in Bellevue, or probably the entire area for that matter. The service is impeccable and the food outstanding. Even though it’s expensive, I don’t mind paying it for the quality of the experience."
1159,CoffeeMaven,5,5,5,5,44293,Excellent food and service. Tirimisu is to die for!
1160,Friends,5,5,5,5,44292,Outstanding in every aspect! Felt very safe returning for the first time since COVID. Highly recommend!
1161,MarkR,5,5,5,5,44288,"Noise level...perfect! Could have a great conversation with the people at your table and knowing that others were enjoying their conversation as well. The excitement for loud restaurants is over-rated and ridiculous...fine for a bar but not for a restaurant in which you wan to enjoy the time with the people you are there with. THIS is my favorite restaurant in all of the greater Seattle area. The perfect cocktail, perfect food...{Stanley Tucci would be envious if only he knew....shhh.}"
1162,MaryB,2,4,3,2,44288,Carmines was packed on Thursday night when we went there for dinner.  It was if there weren't any Covid guidelines.  A large table of 15-18 young girls (9-10?) nearby took a lot of our waiter's attention and slowed down our service.
1163,JoeS,5,5,5,5,44288,So happy Carmine's is open.  The service and food were great.
1164,JimR,5,5,5,5,44288,"Excellent meal, awesome staff and restaurant. Highly recommend!"
1165,SergeyA,5,5,5,5,44287,We Love this place. Very clean and cozy atmosphere.
1166,DavidL,5,5,5,5,44287,"We ate outside on the permanent covered patio, across the street from the Bellevue park. The service was great and the food excellent. Had the halibut special in a wonderful sauce. Don't miss the Bolognese, which can be ordered as an appetizer."
1167,TiffanyH,4,5,3,4,44285,"Great food, beautiful presentation and ambiance. My waiter could have been more attentive but the food saved the day!"
1168,RobinS,5,5,5,5,44281,"Food was fabulous, service was attentive and the atmosphere was elegantly casual!"
1169,YuliyaD,5,5,5,5,44280,"Beautiful. Warm atmosphere. Delicious. Had a very pleasant time celebrating our event. The staff was caring and helpful, made the whole experience even more special. On top of that, there was quality food."
1170,bmoreseattle,5,5,5,5,44279,"Delicious food.  My friends and I greatly enjoyed all our pasta dishes.  Spacious dining area, so easy to be socially distanced.  Friendly service."
1171,FilipS,3,2,4,4,44279,"Decent atmosphere, sub par service, the most okay 54 dollar filet mignon I’ve had."
1172,SanDiegoTraveller,3,2,4,5,44279,Adorable outdoor dining - very cozy with heaters. Food was very average. Service quite slow
1173,OpenTable Diner,5,5,5,5,44278,Food and service were outstanding as usual!  We were celebrating a birthday and Carmine’s made it very special.  One of our favorite places to enjoy a great meal and we look forward to coming back.
1174,DeborahD,5,5,5,5,44274,"This restaurant is wonderful!!! It’s so charming, and the food is amazing. I took my daughter her for a birthday lunch and it was perfect."
1175,SidEsw,5,5,5,5,44272,"We had the most delightful experience. The server greeted and wished us for our anniversary. When we arrived at our table, there was a cute anniversary card waiting for us and we also received a complimentary Tiramisu with 'happy anniversary' written. The server also had our food customised for our dietary preferences (vegetarian). I would definitely recommend this place for celebrating a special occasion."
1176,Tbik,5,5,5,5,44268,Very tasty and enjoyable lunch!
1177,OpenTable Diner,5,5,5,5,44267,Anything seafood:) and the gnocchi is fire.
1178,OpenTable Diner,5,5,5,5,44267,Love coming to Carmine! Great decors. Great service! Especially Marion is always attentive and smiling ! We had the garlic prawns and fried calamari Bc it is always delicious and not over salted . I had sea bass with mushroom and pasta garlic oil. That’s my favorite here at the restaurant. My friend and I comes in at least once a week for lunch for good food and catchup and to be pampered by Marion. We will be back
1179,cristinaj,5,5,5,5,44264,"love the place
it is one of my fav placed in Bellevue"
1180,OpenTable Diner,5,5,5,5,44264,Great food and service! Perfect for an easy date night.
1181,GerryL,5,5,5,5,44262,"Very enjoyable evening.  Good food, good wait staff, friendly, professional  all around."
1182,KathleenA,5,5,5,5,44259,Went for our anniversary and had a delicious meal with excellent service.
1183,selenakaliyaa,4,4,4,4,44257,Pretty good like always but the bruschetta that I ordered the bread was really hard to bite into sadly I couldn’t enjoy it
1184,AngelaR,5,5,5,5,44257,"Everything about our visit was outstanding. Food, ambiance, service, all was so impressive! A must go restaurant"
1185,OpenTable Diner,5,5,4,4,44255,It was much fuller than expected for COVID era. Great service and amazing food. I had their crab truffle risotto. My wife had the clam linguine. Both excellent.
1186,love2bicycle,5,5,4,4,44254,"there's a good mix of Italian dishes: pasta and lamb, fish and steak. We always go for the spaghetti, the best you'll find in these parts, and have only tried the veal and salmon, both are very good, and prepared in interesting ways. The wait staff are attentive. the restaurant is beautiful and located across the street from the Bellevue city park,  and the view is very scenic. There's a poetic quality to the food and the place. Depending on the day, it's can be romantic, and yet it can be boisterous given the right mix of people."
1187,OpenTable Diner,5,5,5,5,44251,Came here for a birthday and it was great. Food was tasty and service was friendly.
1188,OpenTable Diner,5,5,5,5,44251,"We were so happy to find out lunch dine in is available again ! Food tasted even better than before! We had the fried calamari and sea bass special w garlic oil pasta! The calamari was tender and crispy and perfectly salted! Sea bass w puttanesca sauce was just perfect seasoned and pan fried. The pasta was the best one I’ve had considering I love the squid ink pasta they have on the menu. Plus Marian brought us a little dish of white truffle oil to go w pasta. IT WAS OUTSTANDING! We always enjoy the ambience of the restaurant and appreciates the fresh flowers displays. The services was attentive but not intruding . Food was prepared perfectly. That’s why we made it a weekly lunch at Carmine’s ! 
Thank you"
1189,Smod,5,5,5,5,44250,Great dinner.  Hope to return soon.
1190,LQKNEE,5,5,5,5,44250,Carmines always does a beautiful job. We were able to sit on their outside patio. Glad they’re back open!
1191,Lou23,5,5,5,5,44248,Delicious meal. Great service.
1192,MichelT,5,5,5,5,44246,Great as always
1193,BruceL,5,5,5,5,44246,"It's not often that a restaurant can move or add a location and retain the same excellence as the original. Carmine's has done so with their Bellevue location. It is beautiful, the staff is wonderful and Carmine would be very proud. We will always have Carmine's at the top of our list."
1194,JeffToTheSea,5,5,5,5,44243,Great meal & service. The Bellevue location is spacious and upscale. Highly recommend.
1195,CRAZICARLOS,5,4,5,5,44241,"We always have a tremendous experience here... love the ambiance, staff and fresh made foods... wine list is also very good..."
1196,KB12,5,5,5,5,44237,Such a fun place to eat for a birthday. The very friendly staff and delicious food made it a wonderful night!
1197,Maria,5,5,5,5,44234,Favorite restaurant! Outstanding service and delicious food!!!! 10/10
1198,Nick,5,5,5,5,44231,This has become my favorite neighborhood bistro. Great food and great service.
1199,Miselle,5,5,5,5,44231,"We'll be back for more celebratory meals!  Great service, an extensive menu, and delicious food and wine"
1200,OpenTable Diner,5,5,5,5,44230,Excellent meal and service
1201,MarkG,5,5,5,5,44230,Great food and wonderful service. One of our favorites!
1202,RandP,5,5,5,5,44229,"Carmine’s is easily one of our favorite places to dine. Whether for a special celebration or just a quick dinner mid week, the service is always impeccable, and the food is wonderful. 
I recommend Carmine’s to all who are looking for a great place to enjoy friends and a great meal."
1203,OpenTable Diner,5,5,5,5,44223,Consistently excellent food and service.  Great people watching for the mix of old Italy and Bellevue upper crust.
1204,MFlan,5,5,5,5,44222,This was one of the best birthday celebrations we have shared in recent years. Everything including the service was superb. The patio dining was beautiful. We felt safe and comfortable in this ongoing Covid winter season. Thank you for making my daughters 35th birthday so memorable.
1205,CarolynK,5,5,5,5,44211,"Delicious food, wonderful ambience, great service!"
1206,OpenTable Diner,5,5,5,5,44200,Romantic setting. Beautiful everything.
1207,JenniferD,5,5,5,5,44185,It was my birthday dinner and they made me feel like I was a part of their family. Not only did they serve me an extraordinary meal but I had extraordinary service and really felt like I was the only person there.  This is by far the most elevated elite restaurant I’ve eaten at in a  long time and would and have recommended this to everyone for every occasion every time
1208,Coby,5,5,5,5,44180,We thoroughly enjoyed dinner on your patio. One of the very few restaurants that has continued first class service and dining during the covid indoor closures.
1209,MattyA,5,5,5,5,44178,"Amazing as always, never disappoints!
The best restaurant on the east side!"
