Name,Overall_Rating,Food_Rating,Service_Rating,Ambience_Rating,Dined_Date,Reviews
OpenTable Diner,3,2,4,2,2021-11-02,Better seating next time would be great.
MIHS,5,5,4,4,2021-10-31,"The food here is amazing! The preparation and flavor of each dish is unique, mouthwatering and delicious. We love dining here and look forward to our next visit."
RuthS,2,3,1,1,2021-10-30,"Shame on Carmine's !  Did not check for proof of COVID 19 vaccination as they are required to do by law. Tables very close together. Noise level unpleasant.   Food is average northern Italian fare ... very little finesse to the presentation.  Service was poor.  Long wait to get any attention  to start our ordering,  Waiter was rather abrupt,  impatient.  Restaurant was very busy ... seems to be a gold mine so perhaps they don't think they need to try very hard to provide an enjoyable dining experience or be COVID compliant."
ErinA,5,5,5,5,2021-10-29,Always excellent at Carmine’s. We went for a friend’s birthday. Everything was perfect and our waiter was wonderful…a treat you don’t always get in Seattle so it feels that much more special.
karanD,5,5,5,5,2021-10-29,It’s always consistently good food great service love it there
JohnK,5,5,5,4,2021-10-28,Excellent food & service.   Would certainly recommend as a top-tier Italian restaurant.
Jeffrey,5,5,5,5,2021-10-27,"Great place for special event, attention to detail by everyone."
hithit,5,5,5,3,2021-10-24,"world's loudest ppl sat next to us, was so annoying since i could hear nothing"
OpenTable Diner,3,2,5,4,2021-10-24,I was very excited to to try this restaurant. I read reviews and based on how difficult it was to get reservation I thought this place would blow me away. Oh I was so wrong. I do want to point out the service was good but what disappointed was the food. For the appetizer we got sautéed calamari which was good but nothing that I would rave about. For entree I ordered a duck breast and that is when the meal went wrong. I asked for medium prepared  and what I got is a raw piece of duck breast which tasted like raw meat and was so chewy. Of course my husband told the waiter about  it and they tried to fix it by overcooking the duck to the point it had no juices left and tasted dry and flavorless. It was very disappointing. I couldn’t eat it. And of course they charged me for this expensive entree that I couldn’t eat. To try to make us feel better they didn’t charge us for a desert my husband and I shared. Overall it was a disappointing experience for us.
Victoria,5,4,5,5,2021-10-23,Gnocchi falls apart in your mouth! So delicious !! Great service !
OpenTable Diner,4,5,5,4,2021-10-21,Meals and services are always good… so as the noise level is going higher and higher… only drawback….
JenK,5,5,5,4,2021-10-21,We had a wonderful birthday dinner at Carmine's. Our server was attentive but not overbearing. The food was delicious.  My daughter and I both wanted something that was not on the menu and the server was happy to accommodate us.
Anne,5,5,5,5,2021-10-19,"The cannelloni were melt in your mouth delicious.!

Our server whose name I’m sorry to forget was very attentive.

Can’t wait til the next occasion."
THY1,5,5,5,5,2021-10-15,Sat at the bar for dinner. Really really nice!
KristinaHouser,5,5,5,5,2021-10-15,Fantastic food and service. LOVED IT! Will definitely go back.
RebeccaK,5,5,5,5,2021-10-15,"The experience was fantastic!  The food was delicious and the service was perfect!

Love Carmine’s, my favorite Bellevue restaurant!"
je3619,5,5,5,5,2021-10-14,"We are here for our moms funeral dinner.. Our server took good care of us. Explained everything and was patient with us. Food was excellent, drinks and appetizers. Has a very romantic feel to the place. Definitely a date night or special occasion restaurant. Recommended!"
AshtonL,4,4,5,5,2021-10-13,"Love Carmines! Always a favorite to celebrate special occasions!
please bring the filet to the lunch menu! ;)"
PAVELD,4,5,3,4,2021-10-13,"Pretty busy place, really good food and nice interior. The food order took a bit too long to come (~30-40 mins)."
JM7609,5,3,5,5,2021-10-13,"The Panzanella salad with chicken I ordered for lunch was underwhelming with roughly two ounces of chicken, hardly any bread or tomatoes. No basil,  loads upon loads of romaine. I would not order it again. That said, the Capresse Salad for start was excellent, but would be improved with sea salt. Tiramisu was delicious for dessert, but coffee was very disappointing (overly roasted and lukewarm) for such a visually lovely atmosphere."
CurtisJ,5,5,5,5,2021-10-09,Amazing food and great service!!!
MaryAustin,5,5,5,5,2021-10-09,Our second visit. Returned to take our grown sons. We had another great time.
Flyhigh,5,5,5,5,2021-10-07,I dine at Carmines often and I aways get a wonderful meal.  Pick a special of the chef.  It should be ourstanding.  Seattle or Bellevue.  It's wonderful.
Foodie2,5,5,5,5,2021-10-06,"My husband and I love eating at Carmine’s. The food is excellent, the staff is friendly and attentive. Roberto was incredible. But the gnocchi is off the charts!!"
OpenTable Diner,4,5,5,4,2021-10-05,Excellent service and food. Restaurant was loud  and it was hard to hear my husband so we sat next to each other at the table.
CoffeeMaven,5,5,5,5,2021-09-29,Great food and service.  The pasta was Al dente and delicious! My favorite lunch at my favorite restaurant. EXCELLENT!
Missy,5,5,5,5,2021-09-28,"My favorite Eastside restaurant!  Lunch and dinner choices are awesome; makes deciding difficult.  I was having lunch with my sister and debated over the daily special Chilean Sea Bass in an awesome butter sauce with linguine on the side OR the menu offers linguine with fresh Manila Clams which I love.  The special won out.  My sister enjoyed her Eggplant baked with tomato sauce and mozzarella.  

Service was fun.  They took good care of us.  We were both celebrating our birthdays and they surprised us by serving each of us a delicious tiramisu, happy birthday written in chocolate on the plate, and a birthday candle so we could each make a wish.  What a wonderful afternoon!"
SarahN,4,4,4,5,2021-09-27,Beautiful location…good and service were good but have room for improvement.  Charging $6 for a kids’ Diet Coke is highway robbery.  And I have two kids.
PaulM,5,5,5,5,2021-09-26,Very romantic setting with superb cuisine!
lsw86009,5,5,5,5,2021-09-25,"A real gem in Bellevue.

We have dined here many times.  We had a later dinner last night after arriving in Bellevue from Los Angeles.  Everything was top notch, as always."
DonaldR,5,5,5,5,2021-09-25,Another top notch dinner for a much needed out out. Every item on the menu exceeds expectations.  Want to make this a regular night out for us.
MaryAustin,5,5,5,5,2021-09-24,The food was AMAZING. The service was great! We cannot wait to go back.
eatsoutoften,4,4,5,4,2021-09-23,"Restaurant was vey busy inside and out, happy to see the business is back!  Our server was Alex and he was great!"
OpenTable Diner,5,5,5,5,2021-09-21,"Carmines never fails! The staff, the service, the ambience, and the food are all 10/10. One of my favorite spots in Bellevue"
Michael,5,5,5,5,2021-09-21,"A perfect restaurant to take my wife and friends out for her birthday. The server was excellent, the food was superb and the valet parking was on point. I’ll definitely be back again."
AMama,5,5,5,5,2021-09-21,"Took my friend for birthday lunch- requested a surprise dessert to brought to table, was above and beyond my expectation!
Also, hostess was so gracious and kind.
Over all lovely experience!
Thank you"
Cjspick,5,5,5,5,2021-09-19,Birthday and Anniversary
BarbaraL,5,5,5,5,2021-09-16,Luncheon with my daughter for her 50th birthday was made extra special by the staff  and a fabulous meal!  So lovely and enjoyable! They made us both look forward to returning.  Clean and safe environment.
Paul,5,5,5,5,2021-09-16,Amazing experience! Thanks for making my fiances birthday so special.
NeerajS,3,3,3,4,2021-09-15,Food was pretty heavy (oily and lots of cheese)  OpenTable declined my request for changing reservation from 3 to 4.  However when I went to the restaurant I was given a table for 4.  Disappointing.
OCDiner,5,5,5,4,2021-09-15,Outstanding dishes and excellent staff.  Thank you
JessicaS,5,4,4,4,2021-09-15,"bread pudding was to die for! pastas were overall good but not as authentic as hoped, friendly staff and good place for family, they were very kind and flexible with reservations."
WaGal,4,5,4,4,2021-09-12,"Asked multiple times for more butter.  Food was great.  My biggest beef was that I ordered a Cosmo, and when we got the bill I found an up charge to use Grey Goose. And I definitely did not request premium vodka for a Cosmo. Have never had that substitution before.  Crab risotto was divine."
Retired,5,5,5,5,2021-09-12,"Carmine’s is one of  our favorite places to go.  The food, staff and ambiance and the best.  We had dinner for our 45th anniversary yesterday.  This is our 5 year in a row celebrating here.  I would definitely recommend this restaurant."
Eatout8,5,5,5,5,2021-09-04,"Carmine’s always delivers. Great halibut special, yummy wine. Great service and attention to detail"
MelissaW,5,5,5,5,2021-09-03,Always great food & great service!
KorinaH,5,5,5,4,2021-09-02,"The food was great, very flavorful. The wine was also delicious and our waiter ensured our glasses were always filled which was nice. We wrote a note that it was our anniversary and the restaurant really made us feel special. Upon arriving we were told happy anniversary, had a card at our table, and received complimentary tiramisu with happy anniversary written on it. 

It was very loud though so it was hard to have a conversation. Overall I would recommend this restaurant for a special occasion"
AllaP,5,5,5,5,2021-09-02,"It was our first time at this restaurant.  None of the people in my group expected it to be that great!  Anything, you name it, sitting, food, service, all outstanding!  It was really hard to get reservation for the time we wanted, and now we understood why. A special thanks to our waitress, who was so attentive and accurate with orders. I really recommend Carmine's to anybody."
OpenTable Diner,5,5,5,5,2021-09-01,"Great food, ambiance and service!"
Topazcove,5,5,5,5,2021-09-01,"Love the staff, ambiance and everything about it!"
JJKim,3,3,4,5,2021-09-01,Food was meh. Bread was amazing. Pasta was so so. Didn’t meet our expectation. Overpriced imho. Service was great tho.
eatsoutoften,4,4,5,4,2021-08-31,Always great service and very good food!  We asked for Pasta Carbonara which was listed on the website menu but not on the restaurant menu and they made it for us!
Katt,5,5,5,5,2021-08-25,Carmines is honestly one of our favorite places in Bellevue. The service and food is consistently great!
OpenTable Diner,5,5,5,5,2021-08-25,Phenomenal
OpenTable Diner,3,5,1,5,2021-08-22,Got seated around 855pm and received our food at 10:45. I feel like the service has declined over the year but perhaps it’s server based only. An apology or a quick explanation as to why the wait was so long would be appreciated when tables near by were served promptly but we heard nothing.
jayk,5,5,5,5,2021-08-20,That was great to see people were enjoying just been there ..And Carmine's food was fantastic. Additionaly  there is outside table option. Highly recommend it.
StevenZ,5,5,5,5,2021-08-18,"Carmine's is the perfect restaurant for that special occasion.  The food, atmosphere, and service are excellent."
OpenTable Diner,5,5,5,5,2021-08-18,"The customer service here is next level, the food was fabulous too.  Carmine’s provides a lovely dining experience."
OpenTable Diner,4,5,5,5,2021-08-17,Last year for my wife’s birthday was amazing the management was on top of it he came twice to check up on us and bought around on the house!! Adrian Lopez was the manager LAST YEARS. Dinner last night was average to our stander our waitress was terrible I normally don’t like using that word in a very reasonable person but I felt that she rushed the order and they were check back on especially for drinks even if she was waiting for the little dessert for my wife’s birthday she could’ve came over and make sure that we were taken care of as far as drinks or something else again very disappointed for the money that we spent
OpenTable Diner,5,5,5,5,2021-08-14,"Everything from the food, the atmosphere and the service is always amazing!"
OpenTable Diner,5,5,5,5,2021-08-14,We came here for my friends birthday! From entering to leaving everyone was so nice and made sure my friend had a good birthday dinner! The food was amazing! 10/10
JimW,5,5,5,4,2021-08-14,"Food was expertly prepared, waiter was attentive but not intrusive.  Great night out..."
CyndyL,5,5,4,4,2021-08-14,It’s our friend birthday celebration spot. The food is always delicious. The service was great today even though there was a power outage. We will be back.
JoeS,5,5,5,5,2021-08-13,"Awesome service, food, ambiance, setting, location.  My favorite restaurant on the Eastside!"
SaraS,5,4,5,5,2021-08-12,"Love the restaurant. Our waitress was great and went beyond his duties to make our night perfect.
Only comment is that the place is incredibly noisy.
Everything else was great"
Aiyo,5,5,5,5,2021-08-11,"This was a surprise birthday lunch for my boyfriend. The safe was very friendly, the food was AMAZING. 

We got the bolognese, and spaghetti di finoccio (sp?). Both dishes were delicious, robust, and overall a delight. The food is worth every dollar spent. 

While we would probably only go for special occasions, we are definitely trying to find more special occasions to have in order to go back ;)"
tessyi,5,5,5,5,2021-08-10,Always love the ambience and the service when enjoying their amazing food.
Tifa,3,3,2,4,2021-08-10,"We went for a little birthday lunch. We were sat in the bar. I’ve been to carmine many times. But this was the worst service. Our knives were taken away after the bread and butter. It was hard to eat/ cut shrimp with a spoon!! Our waiter was hard to find/ reach. 

We also got the flattest cappuccinos with no foams. It was the worst lunch we had at carmine to date."
Rose,5,5,5,5,2021-08-07,"I have been to this restaurant two time already, and they staff have been very friendly. They place was very clean and they food was great."
djhe,5,5,5,5,2021-08-05,Fantastic as always. Love the food and the outdoor space.
TracyS,5,5,5,5,2021-08-05,Always a delight.
bette,5,5,5,5,2021-08-05,"Absolutely perfect. Food excellent. Wait lady Miriam wonderful, efficient, happy.
Ladies at front desk very hospitable."
xtrmtrk,5,5,3,4,2021-08-03,Love eating on their patio.  Crab risotto was fantastic.
TimH,5,5,5,5,2021-08-01,Our waitperson was fantastic. She met our every need with a great attitude and never rushed us.
yaroslavh,5,5,5,5,2021-08-01,Great food and amazing service. Definitely will be back.
jayk,5,5,5,5,2021-07-31,Recommended highly..! Great service and delicious food.
JoeS,5,5,5,5,2021-07-29,"As always, amazing food, great ambiance and awesome service."
luckylindy98072,5,5,5,5,2021-07-28,Outstanding!
MidoriS,5,5,5,5,2021-07-28,"Always a great place to go for dinner!  Great food, great service and good ambiance."
RobertM,4,4,5,4,2021-07-28,Roberto always makes our visits wonderful! Carmine's is favorite place in Bellevue to celebrate birthdays and anniversary.  We can always count on great food and service.
OpenTable Diner,3,2,2,4,2021-07-27,"I absolutely don’t understand the fascination with Carmines. The ambiance and location are great, but that’s about it. The service is dreadfully slow, the food just mediocre, and the price very high. My partner had osso bucco and it wasn’t cooked long enough to be tender. I had the bolognese and it legitimately tasted like chef boyardee from my childhood. The bread was good and the Caprese starter too, but short of those items we left feeling very underwhelmed and disappointed. We likely won’t be back."
gjoe,4,4,5,4,2021-07-27,"We were so pleased with the service. We were late due to our poor planning, they were so nice to accommodate us with the same table as we reserved. Our waitress who only works on Monday, was wonderful.  This was such a contrast to the night before at Ascend where we were just a number, our evening ruined by a manager.  We have patronized the Seattle location for years, it is nice to see how customer service has continued at this location.  I would like to have a few more truly Italian entrees but the food was still very good.  We will be back!"
RileyW,2,1,3,5,2021-07-27,"No hate, nothing about the server or the place because both were very nice and good. But the food was actually just disgusting… Had high hopes and it just wasn’t good"
PlaneJ,5,5,5,5,2021-07-27,"Carmine's is a go-to for fine food.  The service is impeccable, the ambiance is wonderful. The food is true Italian cuisine."
What,5,5,5,5,2021-07-25,Waitress was so lovely and informed. Ambience can’t be beat and the food was great.
OpenTable Diner,5,5,4,5,2021-07-24,Eduardo was really busy and he was quite attentive to us. Thank you
JDELEON,5,4,4,5,2021-07-22,Hobert and Hugo rendered such beautiful and excellent service!
David,5,5,5,5,2021-07-22,"Ate here for our Wedding Anniversary. Had two other tables celebrating anniversaries and two celebrating birthdays! This is the place to celebrate! Everything was spot on, a real classy yet friendly treat."
barbara,5,5,5,5,2021-07-21,Great B Day dinner for my husband! Hugo waited on us he was amazing as was the food!
WendeW,5,5,5,5,2021-07-20,"I love Carmine's - I always expect a beautiful atmosphere, top notch service, and delicious food, and that's exactly what I got during my recent lunch there. The halibut special was so good, I'll be craving it again. Fresh roses on every table was a nice touch. Topped it off with a perfect cappuccino. I'll be back - maybe on the beautiful patio next time!"
Meredith,5,5,5,5,2021-07-20,"Best Italian restaurant on the eastside! Great food, great wine list and excellent cocktails!"
adelaidaa,5,5,5,5,2021-07-20,Best Italian in Bellevue
redmond,3,4,2,4,2021-07-17,Food and ambiance very good as always but service/staffing and kitchen speed not good at all. Perhaps our waiter nice enough fellow had too many tables. Service was very slow and inattentive. They also seem to have an issue of not having white wines properly chilled on our last 2 visits.
WarrenM,5,5,5,4,2021-07-16,"Our group of 6 had an amazing dinner at Carmines as usual. My reservation was for 5, but we showed up with 6, and they quickly accommodated us with a table. We brought wine and Rose which they chilled quickly and served them all. Our Apps were delicious, and main courses and desserts were superb! I always enjoy my overall experience at Carmines. A first class operation!"
OpenTable Diner,5,5,5,5,2021-07-16,Birthday celebration
betsy,4,5,5,3,2021-07-16,"We ordered our entrees, the server said he will bring a small plate of Rossotto( making it sound like it is complimentary ) I was charged $22 for it, not good PR. Also there is a $3 charge in my account, no idea what it is about. 
It the best Halibut I have ever eaten.    Betsy gruber4257467707.  I am new in the area"
MIHS,5,5,4,4,2021-07-15,Love this restaurant! Make a reservation well in advance!
alwaysgreat,5,5,5,5,2021-07-11,"wonderful atmosphere, exceptional service, extensive menu, very good food, expensive but you get your money worth."
Duke,3,2,5,4,2021-07-11,"Nice place and location. Food quality not so good, my duck was chewy and overall very expensive for what you get."
RubyD,5,5,5,5,2021-07-10,"I mistakenly made my reservation for the day ahead of my intended reservation, it was my birthday and they were able to accommodate us even though they were booked. Always consistent food and service! Love it!"
JoeS,5,5,5,4,2021-07-10,Amazing food and great service.  It always this way!
Misschristie,4,5,3,3,2021-07-09,The service was incredibly slow.  The birthday touches were very much appreciated.
Laurie,5,5,5,5,2021-07-08,Wonderful restaurant.  The proximity to the Dowyown Bellevue Park makes it even more special.
ulike2dine,5,5,5,5,2021-07-08,Absolutely delicious food.  Our waiter was outstanding too.
epmf,5,5,5,5,2021-07-06,We loved our lunch on the patio!  Highly recommend Insalata Di Maria. The salmon was cooked to perfection!
JanEM,5,5,5,5,2021-07-03,Lovely patio dining.  Excellent food and service as always.
HollyM,5,5,5,5,2021-07-03,"Carmines is perfect every time. Ambiance, comfort - and a great wine list. 
Thank you."
EastsideDiner,5,5,5,4,2021-07-01,Fantastic waiter & stellar food!
Sylvester77,5,5,5,5,2021-07-01,"The food was amazing, our waiter was great! Definitely will be coming back!! Highly recommend!"
MaxK,5,5,5,5,2021-06-30,"Carmines has quickly been the finest place to go to post-covid. The ambiance can only be described as exquisite. I eat out… way too much… and there is just something at Carmines that leaves you with an air of enchantment. The manager, Adrian is the most amazing person you will ever meet! He is the kind of guy that turns a normal day into a special occasion. He makes Carmines go from great to my favorite! Last night I had the good fortune of Coco being our waitress and I felt like we were best friends by the end of the night. She was absolutely phenomenal and treated my friend and I like we were family.  Food wise, if you like duck I highly recommend the duck. It is a delight to the senses with its slight bourbon cherry sauce coating. My second favorite is the filet mignon with gnocchi. I don’t even normally get filets but this one is out of this world. The pine nuts on the top give it a slight crunch that pairs perfectly with the steak. If you are looking for pasta I recommend the gnocchi in brown butter, it is to die for. In terms of drinks you need to try their ananas. It is Titos infused with fresh pineapples for an entire month. There is no vodka flavor, only a refreshing relish of pineapple. If you like mezcal, the mezcal sour is also a joy to the senses! The wine selection is also out of this world. I constantly get a different bottle and am always amazed with the diversity of fantastic wines they have! For dessert my two favorites are the semifreddo (mostly frozen, very rich chocolate) and spumoni ice cream (which has those amazing bourbon cherries on top). This has quickly become my favorite restaurant and I am here far more often than I should admit! I hope you love this place as much as I do!"
MaryG,5,5,5,3,2021-06-30,"Yummy food, great service! Our favorite in Bellevue"
eatsoutoften,5,4,5,4,2021-06-30,"Our server was great, she was very patient with our party of 3.  We hadn't seen each other for over a year so it took awhile for us to order our meals.  Food and service here are always top notch!"
BruceS,5,5,5,5,2021-06-29,Amazing food in a beautiful restaurant with exceptional service! Always a wonderful experience.
Velastar,5,5,5,5,2021-06-27,"While it was 95 degrees outside, we we cool
and comfortable inside at a beautiful table with amazing service and impeccable
food and drink! These people have unlocked the space between what diners want and how to
deliver it."
OpenTable Diner,5,5,5,5,2021-06-25,Always the best place in bellevue!!!
CurtF,5,5,5,5,2021-06-24,"Great service, great food and wonderful to see a busy restaurant with people having fun."
Voor,5,5,5,5,2021-06-24,"We had a great time and Roberto, our server, did a terrific job. Will be back."
Ampetrin,5,5,5,5,2021-06-24,"Love Carmines, great food, everyone so friendly, Luis is the perfect waiter! Always a great experience."
Grandmere,5,5,5,5,2021-06-23,"I took my friend to lunch for her birthday yesterday.   The food was excellent as was the service.  Our wait person was awesome!

We are coming back for dinner next week!"
AnneE,5,5,5,5,2021-06-22,Wonderful food and atmosphere! Would definitely return.
oliver,5,5,5,5,2021-06-19,Stunning evening!! Couldn’t have asked for a better place to celebrate!!
Trav,5,5,4,5,2021-06-19,"Great Food and Professional staff in a wonderful, quiet,  comfortable and scenic setting."
JoeS,5,5,5,4,2021-06-19,The food and service was amazing.  The waiter was fantastic!
MarciaH,5,5,5,4,2021-06-17,"Paulo was the best waiter we have had in ages. He gave great recommendations for wine and food and was genuinely warm and friendly. 
The food was fantastic. Overall great experience!"
desmond,5,4,5,5,2021-06-17,Alexis was very pleasant and provided excellent service. We love it
OpenTable Diner,3,4,4,2,2021-06-16,It was so loud we had trouble hearing conversations at our table.  Two of our six entrees were not what we ordered.  The server was good but seemed overloaded.  They were very busy.
Margie,5,5,5,5,2021-06-16,"Good food, skilled service, wonderful ambiance and location. Margie Bloch"
OpenTable Diner,5,5,5,5,2021-06-16,Carmine’s Bellevue is now my go to lunch spot. Great for treating a client or just networking.
AA1994,5,5,5,5,2021-06-15,It’s an awesome Italian place for a birthday dinner
Sfrench,5,4,5,5,2021-06-13,Hustle bustle good vibe and excellent service.  Classic Italian done very well.
datenightdiner,4,5,5,3,2021-06-13,very good food and service; very busy and a bit noisy
Beebman,5,5,5,5,2021-06-13,"Our favorite restaurant on the Eastside.  Great food, wonderful staff, just an overall great experience every time we dine there."
Fred,4,4,4,4,2021-06-10,"Enjoyed a very good lunch with old friends.  Unfortunately, it was very noisy."
Bellevuemommy,1,2,1,1,2021-06-09,"I’ve heard the good thing about this restaurant but I was really disappointed.  Overall, service was so slow and it took 40min for the first dish to be served.  More importantly, we weren’t feeling comfortable that servers don’t wear mask and talk too closely to our foods or drinks even if we are fully vaccinated.

I don’t think I will visit here again."
ErikaF,5,5,4,5,2021-06-09,"The food is very tasty, the ambiance is impeccable and the service is good! For the price of what you’re getting you definitely get more of what you pay for. Easily one of the best Italian restaurants in the area."
AprilS,4,4,5,4,2021-06-08,"The service and food was great but the atmosphere was noisy.  It was difficult to hear the 4 of us around the small table.  They treated us to a special dessert for our anniversary but wish we would have been seated at a quieter, more secluded area of restaurant."
eatup,5,5,5,5,2021-06-07,Always great food and wonderful service! We like the tables in the bar.
OpenTable Diner,3,4,3,5,2021-06-06,Food and ambiance was good but the service was not up to the mark. The waiter was going to interest with the specials of the day and when he heard we don’t eat fish/ pork/ beef then the person suddenly stopped and didn’t show interest in neither taking order or serving it. Other wise food was okay!
OpenTable Diner,5,5,5,5,2021-06-05,As always Carmines has delivered on absolute excellence. They have innovated well throughout Covid and maintained quality of food and service. What an amazing dinner!
MelissaW,5,5,5,5,2021-06-05,The rigatoni was delicious as was the prawns in tomato primavera
MfLf,5,5,5,5,2021-06-05,Very nice evening. Good food
HollyM,5,5,5,5,2021-06-03,"The full package....great menu, service, ambiance and location!"
Missy,5,5,5,5,2021-06-02,"Carmine’s is a great place to dine! They make you feel so welcome.  The hostess, wait staff, bartender are all at your beck and call to assure you have an awesome dinner. We had a birthday celebration at our table and were pleasantly surprised with tiramisu for the celebration. It’s always hard to decide what to order because there’s so many good things on the menu. This evening we had the duck breast, oven roasted, Confitura Leg with Amarena Cherries and duck jus with risotto and broccolini. The duck was wonderful.  the Caesar salad before the duck was awesome too.  Great dressing and crisp romaine.  Highly recommend…….my favorite!"
GordonS,5,5,5,5,2021-05-29,"The noise level, according to the opentable description says “energetic”. Please read that as, it was incredibly loud to the point I had a hard time hearing my wife over the noise. I’m also not old, so it’s not like I just have bad hearing. It was so loud. Could it have been mostly the table of 7 rich AF old white dudes playing credit card roulette at a table a ways away? Probably a lot of that. But it was loud from all directions. I’d rather come back at a quieter time as the food was excellent."
winegirl,5,5,5,5,2021-05-29,"It was so nice to finally be able to go out with friends. Our server was Luis, and he was fantastic."
OpenTable Diner,4,3,3,4,2021-05-29,Six year old birthday lunch
Bluewa,5,5,5,5,2021-05-28,Great glad to be back
Fablok,5,5,5,5,2021-05-27,"We’ve been to the Carmines downtown many times, but this was our first time dining in Bellevue.  Happily, the food and service were every bit as excellent.  They have a party room in the back and a nice patio for summer evenings.  Valet parking was appreciated.  

We started with a bruschetta trio - six pieces.  Each one was very unique and tasty.  The venison ravioli are  too good to pass up. The risotto that night was a crab and crepe fraiche with asparagus.  Perfect!  Lamb cops were also nicely grilled.  Get a delicious dessert and walk it off in the park across the street."
LindaLu,5,5,5,5,2021-05-27,"My husband, daughter and I enjoyed a delicious lunch at Carmine’s.  Two of us started with a Caesar salad: the romaine was crisp-like and the dressing has to be the best around. My husband chose the Spinaci Soffritti which is fresh spinach lightly sautéed with lemon and garlic. So delicious! Our main dishes (mushroom risotto, halibut sautéed with lemon and capers with pasta, and grilled veal rib with rosemary and risotto) were exactly as we expected: perfectly prepared and delicious!  We are looking forward to returning this weekend for dinner with our friends."
SteveD,5,5,5,5,2021-05-25,"We had a fabulous birthday celebration for my wife. Drinks, appetizers, pasta entrees and desserts were all awesome."
Raghu,5,5,5,5,2021-05-25,"The pasta there is top notch. Pizza was ok, the steam fried veggies were amazing too."
MaryM,5,5,5,5,2021-05-23,What a wonderful evening! Everything was so impressive! Service was impeccable and food was incredibly delicious. Had such a special evening. Our party of five all agree it was the perfect choice for our celebration.
kbs84,5,5,5,5,2021-05-22,Had a fantastic evening celebrating an anniversary. Food was delicious and staff very attentive!
OpenTable Diner,3,4,1,4,2021-05-22,"Waited at least 45minutes for our glass of wine and didn’t get served our small salads for over an hour after we arrived. This was a lunch and we both had to be other places later in the day. Was extremely disappointed with how slow the service was and uncalled for to wait 45 minutes for a simple glass of wine.
Manager came over later and apologized and gave us gift card, but it was my friend’s birthday so was sad it wasn’t up to caliber"
SeattlePrincess,5,5,5,5,2021-05-22,Went for lunch service and food were fabulous but we were next to a large table of businessman so the noise was a little intense at times!
ElenaH,5,5,5,5,2021-05-20,"We were celebrating a birthday, the service was implacable, the food was delicious!!! When the hostess brought us to our table, there was a handwritten birthday card there! They also brought us a beautiful happy birthday decorated plate with a tiramisu cake and a candle! Love love love this place!!!"
KylaR,4,4,5,4,2021-05-18,I loved the bean and pasta soup. And the bread is outrageously  good. Excellent service.
MaeganO,5,4,5,5,2021-05-16,"Wonderful service, beautiful setting and good food."
Foriegneater,5,5,5,5,2021-05-15,"Excellent food, nice ambiance while welcomed to settle in and enjoy the meal and company"
OpenTable Diner,5,5,5,4,2021-05-14,"Went to dinner for my birthday, had the most amazing experience. Will definitely go again"
Dutchy,5,5,5,5,2021-05-14,"They are always amazing here!  The food is Devine, service is excellent and the view delightful.  Family owned and operated it is a joy to see this place thrive!"
lauram,5,5,5,5,2021-05-12,"Loved it all! Food, service, atmosphere was all great. I highly recommend this place."
michelleb,5,5,5,5,2021-05-12,We did not think it was right to add 20% auto gratuity  for our wine.We had a seperate check for wine and the  20%  after 20%  for food was a little steep.
TRsto,5,5,5,5,2021-05-11,Consistently great food and impeccable service!  Staff is very attentive and always a great experience.
Jfrom98006,5,5,5,5,2021-05-10,Excellent lunch menu and service. A bit pricey but worth it
LaurenB,5,5,5,5,2021-05-10,"Carmine's never disappoints.  It's wonderful!  Food superb, service outstanding."
ReneeB,5,5,5,5,2021-05-07,"The food was spectacular, and the wait staff made it that much better. The waiter knew the food extremely well, could explain with impressive comparisons, and was also very knowledgeable about the alcohol.  The timing of the food was excellent, too; it was nice to enjoy each course instead of feeling rushed when the next item arrives. It was delightful all around. We’ll definitely be back!"
Dennis,5,5,5,5,2021-05-07,"Thoroughly enjoyed our evening at Carmine’s! Loved the food, menu, drinks, service, ambiance. They totally nailed everything~ won’t hesitate to return as soon as possible! Thank you to our server Coco, who made it all just even more fabulous!"
OpenTable Diner,5,5,5,5,2021-05-06,Best Italian restaurant in the PNW!
brookev,4,5,5,5,2021-05-05,Very enjoyable great service. Noise level awful but will go back again
Tifa,4,4,4,3,2021-05-04,"Had a little birthday lunch here today on their patio. Freshly rained so they had a lot of bugs out on the table. ( from the flowers / pillars) Minus that it was good. Service was a little slow,  food was great. Everything was tasty."
Seadiner59,5,5,5,5,2021-05-03,Great experience! Food was fantastic and we were able to sit outdoors on their covered heated patio. Service was wonderful. Will be back!
OpenTable Diner,3,3,5,4,2021-05-01,The duck was overcooked. Nothing too special about the food.
MosieSays,5,5,5,4,2021-04-30,"Italian food as it should be!  Authentic, quality ingredients.  Excellent wait staff.
It's a bit noisy at what seemed more than 50% occupancy.  We dined at 830pm so people started leaving and it quieted down towards the end of our meal.  It was our anniversary and they had a nice card at the table + comp'ed us a tiramisu to share - which was lovely."
Waddy,5,5,5,5,2021-04-30,"Carmine’s is our favorite restaurant!  The food, service and ambiance are wonderful!"
Travelerswife,5,5,5,5,2021-04-29,Consistently great.
OpenTable Diner,3,2,5,5,2021-04-29,Food tasted lower quality not worth price. Ambiance and service was amazing
